kingdom	phylum	class	order	family	genus	species
SH0907557.09FU	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	s__Filobasidium_wieringae
SH0907564.09FU	Fungi	Basidiomycota	Tremellomycetes	Tremellomycetes_ord_Incertae_sedis	Tremellomycetes_fam_Incertae_sedis	Tremellomycetes_gen_Incertae_sedis	s__Tremellomycetes_sp
SH0907570.09FU	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	s__Filobasidium_chernovii
SH0907798.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	s__Rhizophagus_sp
SH0907869.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	s__Glomeraceae_sp
SH0907941.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	s__Rhizophagus_sp
SH0907999.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomeromycetes_ord_Incertae_sedis	Glomeromycetes_fam_Incertae_sedis	Glomeromycetes_gen_Incertae_sedis	s__Glomeromycetes_sp
SH0908008.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	s__Rhizophagus_irregularis
SH0908010.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	s__Glomeraceae_sp
SH0908124.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	s__Rhizophagus_sp
SH0908617.09FU	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	s__Phallus_impudicus
SH0909461.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectriaceae_gen_Incertae_sedis	s__Nectriaceae_sp
SH0909492.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neonectria	s__Neonectria_sp
SH0909511.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	s__Thelonectria_nodosa
SH0909531.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	s__Thelonectria_olida
SH0909752.09FU	Fungi	Mucoromycota	Endogonomycetes	Endogonomycetes_ord_Incertae_sedis	Endogonomycetes_fam_Incertae_sedis	Endogonomycetes_gen_Incertae_sedis	s__Endogonomycetes_sp
SH0912146.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	s__Teichospora_rubriostiolata
SH0913342.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
SH0913400.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	s__Sarocladium_strictum
SH0913426.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	s__Sarocladium_summerbellii
SH0913454.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
SH0913462.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
SH0914436.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Junghuhnia	s__Junghuhnia_lacera
SH0915195.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH0916138.09FU	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	s__Kurtzmanomyces_sp
SH0916176.09FU	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	GS16_fam_Incertae_sedis	GS16_gen_Incertae_sedis	s__GS16_sp
SH0916178.09FU	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	GS16_fam_Incertae_sedis	GS16_gen_Incertae_sedis	s__GS16_sp
SH0916181.09FU	Fungi	Aphelidiomycota	Aphelidiomycetes	Aphelidiomycetes_ord_Incertae_sedis	Aphelidiomycetes_fam_Incertae_sedis	Aphelidiomycetes_gen_Incertae_sedis	s__Aphelidiomycetes_sp
SH0916223.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	s__Onygenales_sp
SH0916807.09FU	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Xylariales_gen_Incertae_sedis	s__Xylariales_sp
SH0917704.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Berkeleyomyces	s__Berkeleyomyces_rouxiae
SH0918370.09FU	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	s__Geastrum_coronatum
SH0918729.09FU	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	s__Scleroderma_verrucosum
SH0918734.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierellaceae_gen_Incertae_sedis	s__Mortierellaceae_sp
SH0918839.09FU	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	s__Cystobasidium_sp
SH0918853.09FU	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_fam_Incertae_sedis	Erythrobasidiales_gen_Incertae_sedis	s__Erythrobasidiales_sp
SH0918892.09FU	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Cystobasidiomycetes_fam_Incertae_sedis	Cystobasidiomycetes_gen_Incertae_sedis	s__Cystobasidiomycetes_sp
SH0919208.09FU	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia	s__Rutstroemia_fruticeti
SH0919365.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaeopsis	s__Trichophaeopsis_sp
SH0919378.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH0919451.09FU	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	Hoehnelomycetaceae	Hoehnelomycetaceae_gen_Incertae_sedis	s__Hoehnelomycetaceae_sp
SH0919473.09FU	Fungi	Basidiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	s__Basidiomycota_sp
SH0919738.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	s__Inocybe_tjallingiorum
SH0919906.09FU	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	s__Sporisorium_graminicola
SH0920609.09FU	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Lecania	s__Lecania_cyrtella
SH0921773.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	s__Preussia_sp
SH0921791.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	s__Preussia_sp
SH0921848.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	s__Preussia_sp
SH0921849.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	s__Sporormiella_sp
SH0921851.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	s__Preussia_terricola
SH0921859.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	s__Preussia_sp
SH0921865.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiaceae_gen_Incertae_sedis	s__Sporormiaceae_sp
SH0921934.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	s__Gymnoascus_reessii
SH0921943.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	s__Gymnoascus_reessii
SH0921945.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	s__Gymnoascus_exasperatus
SH0922241.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	s__Claroideoglomus_sp
SH0922248.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomeraceae_gen_Incertae_sedis	s__Claroideoglomeraceae_sp
SH0922260.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	s__Claroideoglomus_sp
SH0922281.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	s__Claroideoglomus_sp
SH0923054.09FU	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	s__Tomentella_sp
SH0929080.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Leucothecium	s__Leucothecium_emdenii
SH0929102.09FU	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Stachylidium	s__Stachylidium_bicolor
SH0929225.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Xenasmatella	s__Xenasmatella_sp
SH0929427.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Aaosphaeria	s__Aaosphaeria_arxii
SH0930208.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Ctenomyces	s__Ctenomyces_vellereus
SH0930229.09FU	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	s__Rozellomycota_sp
SH0930434.09FU	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Cryptostroma	s__Cryptostroma_corticale
SH0930439.09FU	Fungi	Ascomycota	Sordariomycetes	Xylariales	Graphostromataceae	Biscogniauxia	s__Biscogniauxia_nummularia
SH0930577.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
SH0930975.09FU	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	s__Amphinema_sp
SH0931294.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	s__Coniosporium_sp
SH0931315.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	s__Coniosporium_sp
SH0932004.09FU	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis	Microbotryomycetes_gen_Incertae_sedis	s__Microbotryomycetes_sp
SH0932555.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_gen_Incertae_sedis	s__Sordariomycetes_sp
SH0932574.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeriaceae_gen_Incertae_sedis	s__Lasiosphaeriaceae_sp
SH0932593.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophaeosphaeria	s__Setophaeosphaeria_badalingensis
SH0932604.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neopyrenochaetaceae	Neopyrenochaeta	s__Neopyrenochaeta_acicola
SH0932626.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	s__Pleosporales_sp
SH0932875.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pezizaceae_gen_Incertae_sedis	s__Pezizaceae_sp
SH0933169.09FU	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_fam_Incertae_sedis	Sporidiobolales_gen_Incertae_sedis	s__Sporidiobolales_sp
SH0933229.09FU	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis	s__Magnaporthiopsis_cynodontis
SH0933250.09FU	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Slopeiomyces	s__Slopeiomyces_cylindrosporus
SH0933382.09FU	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis	s__Magnaporthiopsis_panicorum
SH0933398.09FU	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces	s__Gaeumannomyces_graminis
SH0933531.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Gongronella	s__Gongronella_sp
SH0934296.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	s__Scutellinia_sp
SH0935352.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	s__Humicola_sp
SH0935923.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Cephaliophora	s__Cephaliophora_sp
SH0935927.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Pezizales_gen_Incertae_sedis	s__Pezizales_sp
SH0935978.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Pezizales_gen_Incertae_sedis	s__Pezizales_sp
SH0936422.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Enterocarpus	s__Enterocarpus_grenotii
SH0936426.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Kernia	s__Kernia_geniculotricha
SH0936428.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascales_fam_Incertae_sedis	Microascales_gen_Incertae_sedis	s__Microascales_sp
SH0936448.09FU	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Hormiactis	s__Hormiactis_sp
SH0936459.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	s__Scedosporium_prolificans
SH0936463.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH0936602.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellales_fam_Incertae_sedis	Mortierellales_gen_Incertae_sedis	s__Mortierellales_sp
SH0936725.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	s__Tricharina_sp
SH0937075.09FU	Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	Pyxidiophorales_fam_Incertae_sedis	Pyxidiophorales_gen_Incertae_sedis	s__Pyxidiophorales_sp
SH0937076.09FU	Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	Pyxidiophoraceae	Pyxidiophoraceae_gen_Incertae_sedis	s__Pyxidiophoraceae_sp
SH0938488.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	s__Agaricomycetes_sp
SH0938587.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Monocillium	s__Monocillium_gamsii
SH0938719.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	s__Sordariales_sp
SH0938788.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	s__Cercophora_sp
SH0938790.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	s__Chaetomium_sp
SH0938810.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	s__Sordariales_sp
SH0938841.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeriaceae_gen_Incertae_sedis	s__Lasiosphaeriaceae_sp
SH0938842.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_gen_Incertae_sedis	s__Sordariomycetes_sp
SH0938863.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	s__Chaetomium_sp
SH0938878.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	s__Chaetomium_sp
SH0938895.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	s__Chaetomium_sp
SH0938910.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	s__Chaetomium_sp
SH0938994.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	s__Podospora_sp
SH0940239.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH0941075.09FU	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	s__Gibellulopsis_piscis
SH0941164.09FU	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Acrostalagmus	s__Acrostalagmus_luteoalbus
SH0941165.09FU	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Brunneochlamydosporium	s__Brunneochlamydosporium_nepalense
SH0941168.09FU	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sodiomyces	s__Sodiomyces_alcalophilus
SH0941173.09FU	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sodiomyces	s__Sodiomyces_sp
SH0941192.09FU	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	s__Gibellulopsis_sp
SH0941649.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pulvinula	s__Pulvinula_sp
SH0941651.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Pezizales_gen_Incertae_sedis	s__Pezizales_sp
SH0941667.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pulvinulaceae	Pulvinulaceae_gen_Incertae_sedis	s__Pulvinulaceae_sp
SH0942069.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	s__Aspergillus_crustosus
SH0942161.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	s__Aspergillus_sp
SH0942253.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	s__Pleosporales_sp
SH0942591.09FU	Fungi	Basidiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	s__Basidiomycota_sp
SH0943376.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_gen_Incertae_sedis	s__Sordariomycetes_sp
SH0943618.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotryaceae_gen_Incertae_sedis	s__Stachybotryaceae_sp
SH0943624.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotryaceae_gen_Incertae_sedis	s__Stachybotryaceae_sp
SH0943730.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Halosphaeriaceae_gen_Incertae_sedis	s__Halosphaeriaceae_sp
SH0944531.09FU	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Phaeomoniella	s__Phaeomoniella_sp
SH0945041.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hapsidospora	s__Hapsidospora_irregularis
SH0945181.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	s__Onygenales_sp
SH0945182.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	s__Onygenales_sp
SH0945233.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	s__Plenodomus_biglobosus
SH0945284.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	s__Cladorrhinum_sp
SH0945292.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	s__Cladorrhinum_australe
SH0945328.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	s__Cladorrhinum_sp
SH0945351.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeriaceae_gen_Incertae_sedis	s__Lasiosphaeriaceae_sp
SH0945367.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	s__Podospora_sp
SH0945414.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	s__Cladorrhinum_flexuosum
SH0945418.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_gen_Incertae_sedis	s__Sordariomycetes_sp
SH0945462.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Triangularia	s__Triangularia_pseudopauciseta
SH0945505.09FU	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	s__Blumeria_graminis
SH0945507.09FU	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	s__Blumeria_graminis
SH0946077.09FU	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Microdochium	s__Microdochium_trichocladiopsis
SH0946084.09FU	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Microdochium	s__Microdochium_colombiense
SH0946114.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH0946148.09FU	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	Monographella	s__Monographella_nivalis
SH0947669.09FU	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetales_fam_Incertae_sedis	Coniochaetales_gen_Incertae_sedis	s__Coniochaetales_sp
SH0947671.09FU	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetales_fam_Incertae_sedis	Coniochaetales_gen_Incertae_sedis	s__Coniochaetales_sp
SH0947674.09FU	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	s__Coniochaeta_sp
SH0948285.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	s__Lycoperdon_pyriforme
SH0948422.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	s__Lycoperdon_pratense
SH0948444.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	s__Bovista_plumbea
SH0948461.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	s__Bovista_promontorii
SH0948481.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	s__Calvatia_candida
SH0948538.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	s__Bovista_limosa
SH0948549.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	s__Lycoperdon_sp
SH0948756.09FU	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	s__Kurtzmanomyces_sp
SH0949312.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	s__Scedosporium_dehoogii
SH0949479.09FU	Fungi	Ascomycota	Sordariomycetes	Savoryellales	Savoryellaceae	Savoryellaceae_gen_Incertae_sedis	s__Savoryellaceae_sp
SH0949522.09FU	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	s__Phomatospora_biseriata
SH0949700.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	s__Periconia_sp
SH0949708.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH0949748.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	s__Periconia_circinata
SH0949757.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	s__Periconia_verrucosa
SH0949764.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	s__Periconia_celtidis
SH0949779.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	s__Periconia_sp
SH0949784.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	s__Periconia_sp
SH0950350.09FU	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	s__Xylaria_sp
SH0950575.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Agaricales_gen_Incertae_sedis	s__Agaricales_sp
SH0950728.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	s__Onygenales_sp
SH0950729.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Onygenaceae_gen_Incertae_sedis	s__Onygenaceae_sp
SH0950730.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Onygenaceae_gen_Incertae_sedis	s__Onygenaceae_sp
SH0950832.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Cucurbitariaceae_gen_Incertae_sedis	s__Cucurbitariaceae_sp
